k5_pace_minkm,k10_pace_minkm,mh_pace_minkm,has_k5_data,has_k10_data,slowdown_10k_to_hm,slowdown_5k_to_hm,sex_M,sex_F,age_input,age_squared,bmi_input,endurancecat_input,typical_km_week,max_km_week,training_volume_ratio,has_sprint,has_tempo,injury_history,footwear_type,k5_pace_squared,k10_pace_squared,mh_pace_squared,mh_pace_cubed,sex_pace_interaction,age_pace_interaction,bmi_pace_interaction,training_pace_interaction,endurance_pace_interaction,age_bmi_interaction
,,4.513962949796579,0,0,,,1,0,47.0,2209.0,25.97402572631836,1,35.0,55.0,1.5714285714285714,1,0,0,1,,,20.375861512136236,91.97588393596908,4.513962949796579,212.15625864043923,117.24578978566426,157.9887032428803,4.513962949796579,1220.779209136963
3.793333333333333,,4.089742070545483,1,0,,1.0781393859082997,1,0,34.0,1156.0,22.539443969726562,2,30.0,43.0,1.4333333333333333,1,1,0,2,14.389377777777776,,16.725990203589657,68.40498580715224,4.089742070545483,139.05123039854644,92.18051224969342,122.6922621163645,8.179484141090967,766.3410949707031
,4.375,4.49263340838172,0,1,1.026887636201536,,0,1,24.0,576.0,21.704936981201172,2,45.0,50.0,1.1111111111111112,1,1,1,2,,19.140625,20.18375494210755,90.67821175950203,0.0,107.82320180116128,97.51232500856426,202.16850337717742,8.98526681676344,520.9184875488281
,,4.162420507959078,0,0,,,1,0,43.0,1849.0,22.805912017822266,1,35.0,55.0,1.5714285714285714,1,1,0,2,,,17.32574448507831,72.11703416034887,4.162420507959078,178.98408184224036,94.92779588569381,145.68471777856774,4.162420507959078,980.6542167663574
4.166666666666666,,4.629300470039895,1,0,,1.1110321128095748,1,0,47.0,2209.0,24.090604782104492,2,45.0,70.0,1.5555555555555556,0,1,0,1,17.361111111111107,,21.43042284191159,99.20786653521502,4.629300470039895,217.57712209187505,111.52264804134167,208.31852115179527,9.25860094007979,1132.2584247589111
,,3.942015246672197,0,0,,,1,0,41.0,1681.0,19.476655960083008,1,45.0,61.0,1.3555555555555556,0,1,1,1,,,15.53948420499606,61.256883661516255,3.942015246672197,161.62262511356008,76.77727474883613,177.39068610024887,3.942015246672197,798.5428943634033
,,4.238258877434135,0,0,,,0,1,28.0,784.0,18.866350173950195,1,55.0,62.0,1.1272727272727272,0,1,0,2,,,17.962838312149255,76.13115894038059,0.0,118.67124856815579,79.96047610952546,233.10423825887744,4.238258877434135,528.2578048706055
,3.2,3.2950191570881224,0,1,1.0296934865900382,,1,0,33.0,1089.0,23.936870574951172,2,70.0,104.0,1.4857142857142858,1,1,1,2,,10.240000000000002,10.857151245577722,35.77452134558176,3.2950191570881224,108.73563218390804,78.8724471052031,230.65134099616856,6.590038314176245,789.9167289733887
4.343333333333333,,4.916064304617451,1,0,,1.131864383258047,0,1,35.0,1225.0,21.385881423950195,2,30.0,30.0,1.0,0,0,0,2,18.86454444444444,,24.16768824713386,118.80990951685746,0.0,172.0622506616108,105.13436829106297,147.48192913852353,9.832128609234902,748.5058498382568
3.493333333333333,,3.6576213611407358,1,0,,1.047029015593722,1,0,34.0,1156.0,23.005565643310547,1,65.0,75.0,1.1538461538461537,0,1,0,2,12.203377777777776,,13.378194021473009,48.93236822642496,3.6576213611407358,124.35912627878501,84.14564832209807,237.74538847414783,3.6576213611407358,782.1892318725586
,,3.9973140577477584,0,0,,,1,0,37.0,1369.0,24.044525146484375,1,50.0,60.0,1.2,0,1,0,2,,,15.97851967626785,63.871161323944634,3.9973140577477584,147.90062013666707,96.11351837991147,199.86570288738793,3.9973140577477584,889.6474304199219
,,4.150570762728601,0,0,,,1,0,36.0,1296.0,24.551067352294922,1,55.0,56.0,1.018181818181818,1,1,0,2,,,17.227237656417483,71.5028689393036,4.150570762728601,149.42054745822963,101.900942346216,228.28139195007307,4.150570762728601,883.8384246826172
,,4.975313030769838,0,0,,,0,1,26.0,676.0,26.379499435424805,1,35.0,50.0,1.4285714285714286,0,1,0,2,,,24.753739754148153,123.15760395909867,0.0,129.35813880001578,131.2462672862546,174.13595607694432,4.975313030769838,685.8669853210449
,,7.282063435636133,0,0,,,1,0,59.0,3481.0,24.23761749267578,2,34.0,38.0,1.1176470588235294,0,0,0,2,,,53.028447880628725,386.15652136006287,7.282063435636133,429.6417427025319,176.49986811034904,247.59015681162853,14.564126871272267,1430.019432067871
,4.266666666666667,4.436544614290792,0,1,1.0398151439744043,,1,0,55.0,3025.0,24.04207420349121,1,50.0,70.0,1.4,1,1,0,2,,18.204444444444444,19.682928114592634,87.32418872026876,4.436544614290792,244.00995378599356,106.66373482387851,221.8272307145396,4.436544614290792,1322.3140811920166
4.546666666666667,,5.139629497965794,1,0,,1.1304170450071394,1,0,35.0,1225.0,25.052032470703125,2,40.0,55.0,1.375,1,1,1,2,20.67217777777778,,26.415791376360122,135.76738057005093,5.139629497965794,179.8870324288028,128.75816507042268,205.58517991863175,10.279258995931588,876.8211364746094
,4.241666666666666,4.872615238772366,0,1,1.1487501545239371,,0,1,33.0,1089.0,21.061586380004883,2,40.0,50.0,1.25,1,1,0,2,,17.99173611111111,23.742379265116682,115.68747901192059,0.0,160.79630287948808,102.6250067479323,194.90460955089463,9.745230477544732,695.0323505401611
4.25,,4.6924991112691075,1,0,,1.1041174379456724,0,1,36.0,1296.0,22.149662017822266,2,35.0,45.0,1.2857142857142858,0,0,1,1,18.0625,,22.019547909261362,103.32670899475649,0.0,168.92996800568787,103.93726933354209,164.23746889441875,9.384998222538215,797.3878326416016
,,3.998104040763123,0,0,,,1,0,47.0,2209.0,23.49176788330078,2,45.0,55.0,1.2222222222222223,0,1,0,2,,,15.984835920766413,63.90903708575172,3.998104040763123,187.9108899158668,93.92253209889421,179.91468183434054,7.996208081526246,1104.1130905151367
,,4.028913378362365,0,0,,,1,0,37.0,1369.0,22.805912017822266,1,35.0,50.0,1.4285714285714286,1,1,0,2,,,16.232143010347244,65.39789813387915,4.028913378362365,149.0697949994075,91.88304403435916,141.01196824268277,4.028913378362365,843.8187446594238
,,5.428763281589446,0,0,,,1,0,41.0,1681.0,24.378732681274414,2,30.0,30.0,1.0,0,1,0,2,,,29.47147076753381,159.99363835722428,5.428763281589446,222.57929454516727,132.34636883178717,162.8628984476834,10.857526563178892,999.528039932251
4.45,,4.935023896986214,1,0,,1.1089941341542053,0,1,27.0,729.0,20.15620994567871,3,35.0,42.0,1.2,0,0,0,2,19.802500000000002,,24.354460863825,120.1898463611919,0.0,133.2456452186278,99.47137775459565,172.7258363945175,14.805071690958643,544.2176685333252
3.8666666666666663,,3.6576213611407358,1,0,,0.9459365589157076,1,0,41.0,1681.0,23.792613983154297,2,60.0,80.0,1.3333333333333333,1,1,0,2,14.951111111111107,,13.378194021473009,48.93236822642496,3.6576213611407358,149.96247580677016,87.02437314216093,219.45728166844415,7.3152427222814715,975.4971733093262
,5.028333333333333,5.366354623375598,0,1,1.0672233258287567,,0,1,24.0,576.0,22.377622604370117,1,40.0,44.0,1.1,0,0,0,2,,25.28413611111111,28.797761943824653,154.53900295011326,0.0,128.79251096101433,120.08625852311586,214.65418493502392,5.366354623375598,537.0629425048828
,,6.304064462614054,0,0,,,0,1,32.0,1024.0,26.16460609436035,1,35.0,45.0,1.2857142857142858,1,0,0,1,,,39.741228748793425,250.5312678558846,0.0,201.73006280364973,164.94336345775218,220.6422561914919,6.304064462614054,837.2673950195312
,3.913333333333333,3.999684006793854,0,1,1.0220657598280718,,1,0,44.0,1936.0,24.20903205871582,3,40.0,43.0,1.075,1,1,0,1,,15.314177777777775,15.997472154202539,63.984833524293926,3.999684006793854,175.9860962989296,96.82847834520535,159.98736027175417,11.999052020381562,1065.197410583496
,,5.787415570565233,0,0,,,0,1,28.0,784.0,23.649608612060547,1,35.0,45.0,1.2857142857142858,0,1,0,2,,,33.4941789864209,193.84473298931113,0.0,162.04763597582652,136.87011311921282,202.55954496978313,5.787415570565233,662.1890411376953
4.226666666666667,,4.976892996800569,1,0,,1.1774983430916173,0,1,24.0,576.0,21.30681800842285,2,35.0,40.0,1.1428571428571428,1,1,1,1,17.86471111111111,,24.769463901602546,123.2749714263902,0.0,119.44543192321365,106.04175333022393,174.1912548880199,9.953785993601137,511.36363220214844
,5.4,5.450882806019671,0,1,1.0094227418554944,,0,1,42.0,1764.0,19.476655960083008,2,45.0,50.0,1.1111111111111112,0,0,0,2,,29.160000000000004,29.712123364960878,161.95730238040056,0.0,228.93707785282618,106.164969091577,245.28972627088518,10.901765612039341,818.0195503234863
3.69,,3.999684006793854,1,0,,1.0839252050931854,1,0,30.0,900.0,25.11189079284668,3,47.0,50.0,1.0638297872340425,1,0,0,1,13.6161,,15.997472154202539,63.984833524293926,3.999684006793854,119.99052020381562,100.4396279845027,187.98514831931115,11.999052020381562,753.3567237854004
,,4.747007939329305,0,0,,,1,0,35.0,1225.0,28.250225067138672,1,40.0,52.0,1.3,0,1,0,1,,,22.534084376055453,106.9694774386517,4.747007939329305,166.14527787652568,134.104042681547,189.8803175731722,4.747007939329305,988.7578773498535
4.193333333333333,,4.602441047517478,1,0,,1.0975614580725304,1,0,46.0,2116.0,23.7476806640625,2,60.0,80.0,1.3333333333333333,1,1,1,1,17.584044444444444,,21.182463595873777,97.49103994119415,4.602441047517478,211.71228818580397,109.29730027161837,276.1464628510487,9.204882095034955,1092.393310546875
,3.413333333333333,3.520164316467196,0,1,1.031298139589999,,1,0,37.0,1369.0,20.557575225830078,2,80.0,90.0,1.125,1,1,0,1,,11.650844444444443,12.39155681492896,43.620316125388825,3.520164316467196,130.24607970928625,72.3660427430571,281.61314531737565,7.040328632934392,760.6302833557129
,,7.481139155508157,0,0,,,0,1,31.0,961.0,23.7476806640625,2,22.0,32.0,1.4545454545454546,0,0,1,2,,,55.9674430640773,418.70022974034214,0.0,231.91531382075289,177.6597036684219,164.58506142117946,14.962278311016314,736.1781005859375
3.5,,3.8156179642137693,1,0,,1.090176561203934,1,0,47.0,2209.0,25.247516632080078,2,40.0,60.0,1.5,1,1,0,3,12.25,,14.55894044883083,55.55135471647739,3.8156179642137693,179.33404431804715,96.33487801315067,152.62471856855078,7.631235928427539,1186.6332817077637
4.633333333333334,,5.320535608484418,1,0,,1.1483170378023924,1,0,59.0,3481.0,23.241914749145508,2,45.0,56.0,1.2444444444444445,1,1,0,2,21.46777777777778,,28.308099161150658,150.61424959540994,5.320535608484418,313.91160090058065,123.65943503218786,239.4241023817988,10.641071216968836,1371.272970199585
,4.246666666666667,4.513962949796579,0,1,1.0629426098422086,,1,0,56.0,3136.0,23.52446937561035,2,50.0,65.0,1.3,1,1,0,1,,18.03417777777778,20.375861512136236,91.97588393596908,4.513962949796579,252.78192518860845,106.1885831751294,225.69814748982898,9.027925899593159,1317.3702850341797
,3.595,4.028913378362365,0,1,1.120699131672424,,1,0,32.0,1024.0,20.037105560302734,1,45.0,45.0,1.0,0,1,0,2,,12.924025000000002,16.232143010347244,65.39789813387915,4.028913378362365,128.92522810759567,80.72776265556261,181.3011020263064,4.028913378362365,641.1873779296875
,,5.220997748548406,0,0,,,1,0,44.0,1936.0,23.56902503967285,1,45.0,55.0,1.2222222222222223,1,1,0,1,,,27.258817490347525,142.31822474519635,5.220997748548406,229.72390093612987,123.05382666761297,234.94489868467826,5.220997748548406,1037.0371017456055
3.55,,3.730299798554331,1,0,,1.0507886756491074,1,0,33.0,1089.0,21.496456146240234,2,45.0,52.0,1.1555555555555554,0,1,0,2,12.6025,,13.915136587094484,51.90763120769456,3.730299798554331,123.09989335229292,80.18822603195196,167.8634909349449,7.460599597108662,709.3830528259277
5.153333333333333,,5.545680767863491,1,0,,1.0761346897535882,1,0,43.0,1849.0,30.551258087158203,2,30.0,40.0,1.3333333333333333,1,1,0,2,26.556844444444444,,30.754575179051,170.555056094275,5.545680767863491,238.46427301813011,169.4275244079872,166.37042303590474,11.091361535726982,1313.7040977478027
,,4.876565153849192,0,0,,,1,0,40.0,1600.0,24.93506622314453,1,55.0,65.0,1.1818181818181819,0,1,0,2,,,23.780887699736198,115.96904828413442,4.876565153849192,195.0626061539677,121.5974750527086,268.2110834617056,4.876565153849192,997.4026489257812
,5.153333333333333,5.363984674329502,0,1,1.0408767155878722,,0,1,32.0,1024.0,26.20307159423828,2,27.0,33.599998474121094,1.2444443879304108,1,1,1,2,,26.556844444444444,28.772331586441773,154.3343456744003,0.0,171.64750957854406,140.55287445185286,144.82758620689654,10.727969348659004,838.498291015625
,,4.164000473989809,0,0,,,0,1,31.0,961.0,19.974834442138672,2,70.0,80.0,1.1428571428571428,0,0,0,2,,,17.338899947387354,72.19918759938281,0.0,129.08401469368408,83.17522008493339,291.48003317928664,8.328000947979618,619.2198677062988
,,6.553699095469448,0,0,,,0,1,30.0,900.0,21.385881423950195,2,20.0,25.0,1.25,0,0,0,2,,,42.95097183395706,281.48774525773814,0.0,196.61097286408344,140.15663174395928,131.07398190938898,13.107398190938897,641.5764427185059
,5.806666666666667,6.323814037998183,0,1,1.0890609709526147,,0,1,58.0,3364.0,19.200267791748047,2,25.0,41.0,1.64,0,1,0,2,,33.71737777777778,39.990623987182886,252.89326935845398,0.0,366.7812142038946,121.41892299478067,158.09535094995456,12.647628075996366,1113.6155319213867
,,5.450882806019671,0,0,,,1,0,31.0,961.0,23.849609375,1,35.0,50.0,1.4285714285714286,0,0,1,2,,,29.712123364960878,161.95730238040056,5.450882806019671,168.97736698660978,130.00142567247303,190.78089821068846,5.450882806019671,739.337890625
,4.325,4.461034087767112,0,1,1.0314529682698526,,0,1,30.0,900.0,21.537691116333008,1,35.0,47.0,1.3428571428571427,1,1,0,2,,18.705625,19.900825132220152,88.77825928952656,0.0,133.83102263301336,96.08037424176047,156.13619307184894,4.461034087767112,646.1307334899902
,,4.5463522534265515,0,0,,,0,1,50.0,2500.0,20.24147605895996,1,62.0,69.0,1.1129032258064515,0,1,1,2,,,20.669318812236682,93.97000415880406,0.0,227.31761267132757,92.02488029333222,281.87383971244617,4.5463522534265515,1012.073802947998
4.65,,4.787297073112928,1,0,,1.02952625228235,1,0,29.0,841.0,31.14186668395996,2,45.0,50.0,1.1111111111111112,0,1,0,2,21.622500000000002,,22.918213266235604,109.7162952904276,4.787297073112928,138.8316151202749,149.08536722739453,215.42836829008175,9.574594146225856,903.1141338348389
3.906666666666667,,4.323577043093573,1,0,,1.106717673146819,0,1,37.0,1369.0,22.904783248901367,1,45.0,51.0,1.1333333333333333,1,1,0,2,15.262044444444449,,18.69331844756577,80.82200249913295,0.0,159.97235059446223,99.03059503198419,194.5609669392108,4.323577043093573,847.4769802093506
5.26,,5.604929494015878,1,0,,1.0655759494326764,0,1,39.0,1521.0,21.34480857849121,1,30.0,37.0,1.2333333333333334,0,0,1,2,27.667599999999997,,31.41523463288909,176.08017515530915,0.0,218.59225026661926,119.63614714570852,168.14788482047635,5.604929494015878,832.4475345611572
,5.075,5.221787731563771,0,1,1.0289236909485264,,0,1,38.0,1444.0,23.374238967895508,2,20.0,35.0,1.75,0,0,1,2,,25.755625000000002,27.267067113509917,142.38283652905204,0.0,198.4279337994233,122.05531427719659,104.43575463127543,10.443575463127543,888.2210807800293
,,4.904214559386973,0,0,,,0,1,31.0,961.0,21.30681800842285,2,35.0,40.0,1.1428571428571428,1,1,0,2,,,24.05132044450316,117.95283589641396,0.0,152.03065134099614,104.49320709111589,171.64750957854406,9.808429118773946,660.5113582611084
6.043333333333333,,7.116956985424814,1,0,,1.1776542171138689,0,1,26.0,676.0,22.19460105895996,2,10.0,35.0,3.5,1,0,1,2,36.521877777777775,,50.651076732387054,360.4815343698503,0.0,185.04088162104517,157.95802104528207,71.16956985424814,14.233913970849628,577.059627532959
,,4.4088952087530116,0,0,,,1,0,47.0,2209.0,25.968570709228516,2,50.0,60.0,1.2,1,1,1,2,,,19.438356961765262,85.7016788747576,4.4088952087530116,207.21807481139155,114.4927069780814,220.4447604376506,8.817790417506023,1220.5228233337402
,,4.542402338349725,0,0,,,0,1,36.0,1296.0,20.869855880737305,1,50.0,63.0,1.26,1,1,1,1,,,20.633419003445052,93.72529072939845,0.0,163.5264841805901,94.7992821536829,227.12011691748626,4.542402338349725,751.314811706543
,,3.949915076825848,0,0,,,1,0,24.0,576.0,20.779220581054688,2,40.0,55.0,1.375,1,1,0,2,,,15.601829114136146,61.62590004398683,3.949915076825848,94.79796184382036,82.07615665779787,157.99660307303392,7.899830153651696,498.7012939453125
,,3.1259627917999766,0,0,,,1,0,25.0,625.0,22.518295288085938,2,95.0,125.0,1.3157894736842106,1,1,0,1,,,9.771643375717904,30.545793607232888,3.1259627917999766,78.14906979499942,70.39135320532138,296.9664652209978,6.251925583599953,562.9573822021484
5.526666666666666,,6.090769048465458,1,0,,1.1020691885040033,0,1,29.0,841.0,21.871646881103516,1,30.0,40.0,1.3333333333333333,0,0,1,2,30.54404444444444,,37.097467601744825,225.95210744515748,0.0,176.63230240549828,133.21514986239137,182.72307145396374,6.090769048465458,634.277759552002
,,4.408105225737646,0,0,,,1,0,44.0,1936.0,23.7476806640625,2,40.0,50.0,1.25,1,1,0,1,,,19.431391681175544,85.65561921314494,4.408105225737646,193.95662993245645,104.68227523440277,176.32420902950585,8.816210451475293,1044.89794921875
,,3.522534265513291,0,0,,,1,0,28.0,784.0,21.496456146240234,1,64.0,71.0,1.109375,1,1,1,2,,,12.408247651715262,43.70847752814184,3.522534265513291,98.63095943437216,75.72200336223501,225.44219299285064,3.522534265513291,601.9007720947266
3.8200000000000003,,4.111071611960343,1,0,,1.0761967570576814,0,1,28.0,784.0,22.377622604370117,2,45.0,55.0,1.2222222222222223,1,1,0,2,14.592400000000001,,16.900909798666213,69.48085048959905,0.0,115.1100051348896,91.99600903198807,184.99822253821543,8.222143223920686,626.5734329223633
4.306666666666667,,4.550302168503377,1,0,,1.0565717109527966,1,0,33.0,1089.0,22.518295288085938,2,40.0,50.0,1.25,0,0,1,2,18.54737777777778,,20.705249824686533,94.2151431766753,4.550302168503377,150.15997156061144,102.46504788037682,182.0120867401351,9.100604337006754,743.1037445068359
,,4.482363629181973,0,0,,,0,1,28.0,784.0,21.70963478088379,1,35.0,40.0,1.1428571428571428,1,0,0,2,,,20.091583704213384,90.05778404843129,0.0,125.50618161709524,97.31047734465744,156.88272702136905,4.482363629181973,607.8697738647461
3.7666666666666666,,4.368606074969389,1,0,,1.1598069225582448,0,1,29.0,841.0,23.820974349975586,2,45.0,60.0,1.3333333333333333,1,1,1,1,14.187777777777777,,19.084719038259447,83.37361952962418,0.0,126.68957617411228,104.06445325699333,196.58727337362248,8.737212149938777,690.808256149292
,,5.743176521704783,0,0,,,1,0,43.0,1849.0,22.60793113708496,1,30.0,30.0,1.0,0,0,0,2,,,32.98407655946105,189.43337408640983,5.743176521704783,246.95659043330568,129.84133931082488,172.2952956511435,5.743176521704783,972.1410388946533
,,5.932772445392424,0,0,,,0,1,70.0,4900.0,20.484130859375,1,40.0,48.0,1.2,1,1,1,2,,,35.19778888880761,208.8204720582574,0.0,415.2940711774697,121.52768713031264,237.31089781569696,5.932772445392424,1433.88916015625
3.796666666666667,,4.242208792510961,1,0,,1.1173508672109642,1,0,40.0,1600.0,28.44444465637207,1,65.0,82.0,1.2615384615384615,1,1,0,2,14.41467777777778,,17.9963354392573,76.34421243339393,4.242208792510961,169.68835170043843,120.667273219353,275.74357151321243,4.242208792510961,1137.7777862548828
4.293333333333333,,4.987952759015681,1,0,,1.161790238901168,1,0,38.0,1444.0,25.97402572631836,2,45.0,55.0,1.2222222222222223,1,1,0,2,18.432711111111107,,24.87967272617215,124.09863221791757,4.987952759015681,189.54220484259588,129.55721328433395,224.45787415570567,9.975905518031363,987.0129776000977
,,4.360706244815736,0,0,,,1,0,55.0,3025.0,24.378732681274414,3,30.0,33.0,1.1,0,1,1,2,,,19.01575895357496,82.92213881876506,4.360706244815736,239.83884346486548,106.30849184392682,130.8211873444721,13.082118734447208,1340.8302974700928
,,4.9271240668325635,0,0,,,0,1,29.0,841.0,20.139860153198242,2,40.0,45.0,1.125,1,1,1,2,,,24.27655156996066,119.61358150005502,0.0,142.88659793814435,99.23158966346521,197.08496267330253,9.854248133665127,584.055944442749
,,4.895524746217956,0,0,,,1,0,37.0,1369.0,21.835922241210938,2,40.0,45.0,1.125,1,1,0,2,,,23.966162540832382,117.32694179052672,4.895524746217956,181.13441561006437,106.8982976883392,195.82098984871823,9.791049492435912,807.9291229248047
,,4.241418809495596,0,0,,,1,0,29.0,841.0,25.165143966674805,3,50.0,60.0,1.2,0,1,1,2,,,17.98963351754304,76.30156997723948,4.241418809495596,123.0011454753723,106.73591496391914,212.0709404747798,12.72425642848679,729.7891750335693
,4.123333333333333,4.313307263893826,0,1,1.0460729015102246,,1,0,38.0,1444.0,23.148149490356445,2,38.0,50.0,1.3157894736842106,1,1,1,2,,17.001877777777775,18.604619552759242,80.24744065889755,4.313307263893826,163.9056760279654,99.84508134245462,163.9056760279654,8.626614527787652,879.6296806335449
3.8466666666666667,,4.240628826480231,1,0,,1.1024165060173912,0,1,32.0,1024.0,17.755680084228516,2,55.0,60.0,1.0909090909090908,1,0,1,1,14.796844444444444,,17.9829328439751,76.25894340281893,0.0,135.7001224473674,75.29524879894038,233.2345854564127,8.481257652960462,568.1817626953125
,,4.297507603586523,0,0,,,0,1,37.0,1369.0,19.865671157836914,1,40.0,60.0,1.5,1,1,0,1,,,18.468571602883983,79.36882689077606,0.0,159.00778133270137,85.37287285115363,171.90030414346094,4.297507603586523,735.0298328399658
3.456666666666667,,3.728719832523601,1,0,,1.0787039052623724,0,1,24.0,576.0,21.061586380004883,1,65.0,75.0,1.1538461538461537,1,1,0,2,11.948544444444448,,13.903351589454832,51.84170281014876,0.0,89.48927598056642,78.53275483953317,242.36678911403408,3.728719832523601,505.4780731201172
4.95,,5.071690958644389,1,0,,1.0245840320493715,0,1,46.0,2116.0,25.050504684448242,1,50.0,55.0,1.1,1,1,0,2,24.5025,,25.722049179995242,130.4542842639882,0.0,233.2977840976419,127.04841811759506,253.58454793221944,5.071690958644389,1152.3232154846191
3.45,,3.691590630801438,1,0,,1.0700262697975182,1,0,31.0,961.0,22.791242599487305,3,50.0,72.0,1.44,1,1,0,1,11.902500000000002,,13.627841385420957,50.308411576468096,3.691590630801438,114.43930955484457,84.13593764458994,184.57953154007188,11.074771892404314,706.5285205841064
,,3.934115416518545,0,0,,,1,0,26.0,676.0,20.037105560302734,3,55.0,65.0,1.1818181818181819,0,0,0,1,,,15.477264110488884,60.889343342603496,3.934115416518545,102.28700082948217,78.82828588719644,216.37634790851996,11.802346249555635,520.9647445678711
3.9200000000000004,,4.349646482600624,1,0,,1.1096036945409755,0,1,28.0,784.0,22.68170738220215,2,60.0,65.0,1.0833333333333333,1,1,0,2,15.366400000000002,,18.919424523599982,82.29280833190465,0.0,121.79010151281747,98.65740873437218,260.9787889560375,8.699292965201249,635.0878067016602
,3.3200000000000003,3.7539992890152862,0,1,1.1307226774142427,,1,0,30.0,900.0,22.57785987854004,1,50.0,100.0,2.0,1,1,0,1,,11.022400000000001,14.092510661927275,52.90327500531533,3.7539992890152862,112.6199786704586,84.75726993152607,187.6999644507643,3.7539992890152862,677.3357963562012
,,4.463404036813209,0,0,,,1,0,30.0,900.0,21.91380500793457,2,45.0,54.0,1.2,0,1,0,2,,,19.92197559584045,88.9198262957685,4.463404036813209,133.90212110439626,97.81016573435268,200.85318165659442,8.926808073626418,657.4141502380371
,,5.071690958644389,0,0,,,1,0,37.0,1369.0,27.49613380432129,1,30.0,42.0,1.4,0,1,0,2,,,25.722049179995242,130.4542842639882,5.071690958644389,187.6525654698424,139.45189321305264,152.15072875933168,5.071690958644389,1017.3569507598877
3.603333333333333,,4.0431330726389385,1,0,,1.1220535816759312,1,0,29.0,841.0,23.67722511291504,2,45.0,55.0,1.2222222222222223,1,0,1,1,12.984011111111109,,16.346925043066783,66.09279327757302,4.0431330726389385,117.25085910652922,95.73017192234401,181.94098826875222,8.086266145277877,686.6395282745361
,3.6833333333333336,3.7650590512303985,0,1,1.0221879777096103,,1,0,33.0,1089.0,20.585695266723633,2,45.0,50.0,1.1111111111111112,1,1,0,2,,13.566944444444447,14.175669659251948,53.372233357818686,3.7650590512303985,124.24694869060315,77.50635828984859,169.42765730536794,7.530118102460797,679.3279438018799
,,5.21862779950231,0,0,,,0,1,26.0,676.0,24.737165451049805,2,35.0,43.0,1.2285714285714286,0,0,1,1,,,27.234076109738325,142.12450668004215,0.0,135.68432278706007,129.09405930373663,182.65197298258087,10.43725559900462,643.1663017272949
4.503333333333333,,4.873405221787731,1,0,,1.0821773253414653,0,1,46.0,2116.0,21.568443298339844,2,63.0,79.0,1.253968253968254,1,1,0,2,20.280011111111108,,23.750078455747925,115.74375636411024,0.0,224.17664020223563,105.111764195962,307.0245289726271,9.746810443575463,992.1483917236328
4.316666666666666,,4.7217284828376185,1,0,,1.093836714170877,1,0,43.0,1849.0,23.905969619750977,2,45.0,62.0,1.3777777777777778,1,1,1,1,18.633611111111108,,22.294719865640037,105.26961380647825,4.7217284828376185,203.0343247620176,112.87749766342898,212.47778172769284,9.443456965675237,1027.956693649292
,3.5016666666666665,3.7176600703084883,0,1,1.0616830281699634,,1,0,34.0,1156.0,22.455175399780273,1,45.0,45.0,1.0,1,1,0,2,,12.261669444444443,13.820996398366114,51.38176644208313,3.7176600703084883,126.4004423904886,83.48070895553657,167.29470316388196,3.7176600703084883,763.4759635925293
,,5.270766678516412,0,0,,,1,0,27.0,729.0,29.883609771728516,2,18.0,28.0,1.5555555555555556,1,1,0,1,,,27.78098137935893,146.42707095080996,5.270766678516412,142.31070031994312,157.5095346186141,94.87380021329541,10.541533357032824,806.8574638366699
,,3.581782991665679,0,0,,,1,0,41.0,1681.0,20.73756217956543,1,75.0,95.0,1.2666666666666666,0,1,1,2,,,12.829169399385542,45.951300751916925,3.581782991665679,146.85310265829284,74.2774475033769,268.6337243749259,3.581782991665679,850.2400493621826
,,6.172137299048071,0,0,,,0,1,43.0,1849.0,20.869855880737305,2,30.0,38.5,1.2833333333333334,1,1,1,1,,,38.095278838300416,235.12929143551068,0.0,265.40190385906703,128.81161590725645,185.16411897144212,12.344274598096142,897.4038028717041
,,5.014812181538097,0,0,,,1,0,41.0,1681.0,25.97402572631836,2,35.0,42.0,1.2,0,0,1,2,,,25.148341216102885,126.11420787598934,5.014812181538097,205.60729944306195,130.25486061592522,175.51842635383338,10.029624363076193,1064.9350547790527
4.253333333333333,,4.572421692933602,1,0,,1.0750207742006903,1,0,37.0,1369.0,24.489795684814453,2,50.0,60.0,1.2,1,1,0,2,18.090844444444443,,20.90704013800979,95.5958038620695,4.572421692933602,169.1796026385433,111.97767304475732,228.62108464668012,9.144843385867205,906.1224403381348
,,5.461152585219418,0,0,,,0,1,28.0,784.0,20.869855880737305,2,25.0,45.0,1.8,0,1,0,2,,,29.824187559048735,162.8744389901678,0.0,152.9122723861437,113.97346739624521,136.52881463048544,10.922305170438836,584.3559646606445
3.5,,3.9104159260575897,1,0,,1.1172616931593113,1,0,28.0,784.0,23.473615646362305,2,62.0,72.0,1.1612903225806452,1,1,0,2,12.25,,15.291352714764837,59.79554918678038,3.9104159260575897,109.49164592961252,91.79160046568978,242.44578741557055,7.820831852115179,657.2612380981445
,,5.517241379310345,0,0,,,0,1,26.0,676.0,30.052593231201172,1,25.0,32.0,1.28,1,0,0,2,,,30.43995243757432,167.94456517282384,0.0,143.44827586206898,165.8074109307651,137.93103448275863,5.517241379310345,781.3674240112305
,4.5,5.024291977722479,0,1,1.1165093283827732,,0,1,27.0,729.0,20.20201873779297,2,30.0,50.0,1.6666666666666667,1,0,1,2,,20.25,25.243509877406456,126.83076416661142,0.0,135.65588339850692,101.50084067809242,150.72875933167435,10.048583955444958,545.4545059204102
