k5_pace_minkm,k10_pace_minkm,mh_pace_minkm,has_k5_data,has_k10_data,slowdown_10k_to_hm,slowdown_5k_to_hm,sex_M,sex_F,age_input,age_squared,bmi_input,endurancecat_input,typical_km_week,max_km_week,training_volume_ratio,has_sprint,has_tempo,injury_history,footwear_type,k5_pace_squared,k10_pace_squared,mh_pace_squared,mh_pace_cubed,sex_pace_interaction,age_pace_interaction,bmi_pace_interaction,training_pace_interaction,endurance_pace_interaction,age_bmi_interaction
,,3.7603191531382074,0,0,,,1,0,35.0,1225.0,24.565412521362305,2,50.0,60.0,1.2,1,1,1,1,,,14.140000133458045,53.1709133272191,3.7603191531382074,131.61117035983725,92.37379120881982,188.01595765691036,7.520638306276415,859.7894382476807
3.53,,3.9104159260575897,1,0,,1.107766551291102,1,0,40.0,1600.0,23.005565643310547,1,60.0,70.0,1.1666666666666667,1,0,0,2,12.460899999999999,,15.291352714764837,59.79554918678038,3.9104159260575897,156.4166370423036,89.96133027956488,234.6249555634554,3.9104159260575897,920.2226257324219
4.443333333333333,,4.940553778093771,1,0,,1.1119025757150272,0,1,33.0,1089.0,21.640727996826172,3,28.0,35.0,1.25,1,1,0,1,19.743211111111112,,24.409071634236636,120.59433108228932,0.0,163.03827467709445,106.9171804654192,138.3355057866256,14.821661334281313,714.1440238952637
,,5.119089939566299,0,0,,,0,1,24.0,576.0,20.869855880737305,2,25.0,40.0,1.6,0,1,1,2,,,26.205081809368895,134.14617065585216,0.0,122.85815854959118,106.8346692792809,127.97724848915747,10.238179879132598,500.8765411376953
,,4.9034245763716084,0,0,,,1,0,31.0,961.0,29.023696899414062,1,30.0,30.0,1.0,1,0,1,2,,,24.043572576165086,117.89584467374232,4.9034245763716084,152.00616186751986,142.31550867374736,147.10273729114826,4.9034245763716084,899.7346038818359
,,3.6876407157246116,0,0,,,1,0,30.0,900.0,23.7476806640625,2,80.0,90.0,1.125,1,1,1,2,,,13.598694048269925,50.14709785308212,3.6876407157246116,110.62922147173835,87.57291412082296,295.0112572579689,7.375281431449223,712.430419921875
,,4.392305565430344,0,0,,,1,0,33.0,1089.0,25.11223602294922,1,50.0,55.0,1.1,1,1,0,3,,,19.292348180110373,84.73788828171875,4.392305565430344,144.94608365920135,110.30061404400021,219.61527827151718,4.392305565430344,828.7037887573242
,,5.013232215507366,0,0,,,1,0,33.0,1089.0,26.374860763549805,2,35.0,45.0,1.2857142857142858,0,0,0,2,,,25.132497246600895,125.99504485280978,5.013232215507366,165.4366631117431,132.2233016593491,175.4631275427578,10.026464431014732,870.3704051971436
,,5.119089939566299,0,0,,,0,1,45.0,2025.0,20.811655044555664,1,35.0,40.0,1.1428571428571428,0,0,1,2,,,26.205081809368895,134.14617065585216,0.0,230.35904728048345,106.53673396430912,179.16814788482048,5.119089939566299,936.5244770050049
4.423333333333334,,4.801516767389501,1,0,,1.0854973852425396,0,1,31.0,961.0,22.0385684967041,2,45.0,51.0,1.1333333333333333,1,1,1,1,19.565877777777782,,23.05456326752252,110.69687209385145,0.0,148.84701978907452,105.81855616618677,216.06825453252753,9.603033534779001,683.1956233978271
,4.496666666666667,4.527392661057787,0,1,1.0068330602797153,,0,1,26.0,676.0,25.163183212280273,3,35.0,48.0,1.3714285714285714,1,1,1,2,,20.220011111111113,20.49728430739991,92.7992545449373,0.0,117.71220918750247,113.92361100413022,158.45874313702254,13.582177983173361,654.2427635192871
,,4.976892996800569,0,0,,,0,1,47.0,2209.0,21.39037322998047,2,35.0,40.0,1.1428571428571428,1,1,0,2,,,24.769463901602546,123.2749714263902,0.0,233.91397084962674,106.45759872724015,174.1912548880199,9.953785993601137,1005.347541809082
,4.001666666666667,4.190859896512225,0,1,1.0472786080413723,,0,1,28.0,784.0,20.774147033691406,2,79.0,91.0,1.1518987341772151,1,1,0,3,,16.013336111111112,17.563306672194457,73.60535758264534,0.0,117.3440771023423,87.06153968774571,331.0779318244658,8.38171979302445,581.6761169433594
,,5.639688746691946,0,0,,,1,0,40.0,1600.0,23.005565643310547,1,38.0,48.0,1.263157894736842,1,1,0,2,,,31.806089159563772,179.37644310947252,5.639688746691946,225.58754986767784,129.74422966986134,214.30817237429395,5.639688746691946,920.2226257324219
,,3.6023225500651734,0,0,,,1,0,35.0,1225.0,22.913442611694336,2,58.0,65.0,1.1206896551724137,1,1,0,1,,,12.976727754708055,46.74635901684143,3.6023225500651734,126.08128925228107,82.54161101973075,208.93470790378007,7.204645100130347,801.9704914093018
,,4.84259588418849,0,0,,,0,1,39.0,1521.0,23.374238967895508,2,40.0,40.0,1.0,1,1,0,2,,,23.4507348975593,113.56243229611606,0.0,188.8612394833511,113.191993421969,193.7038353675396,9.68519176837698,911.5953197479248
,,4.882095034956748,0,0,,,1,0,29.0,841.0,25.204788208007812,1,30.0,40.0,1.3333333333333333,0,1,1,2,,,23.834851930349334,116.36401226808775,4.882095034956748,141.5807560137457,123.05217136745134,146.46285104870245,4.882095034956748,730.9388580322266
,,4.454714223644191,0,0,,,1,0,46.0,2116.0,23.849609375,2,30.0,50.0,1.6666666666666667,0,1,0,2,,,19.84447881433787,88.40148203503672,4.454714223644191,204.9168542876328,106.24319411117035,133.64142670932574,8.909428447288382,1097.08203125
4.023333333333333,,4.731998262037366,1,0,,1.1761387560987653,0,1,31.0,961.0,23.005733489990234,2,32.0,35.0,1.09375,1,1,0,2,16.18721111111111,,22.391807551924654,105.95799441958262,0.0,146.69194612315835,108.86309089152861,151.4239443851957,9.463996524074732,713.1777381896973
,3.621666666666667,3.825887743413517,0,1,1.0563887004363137,,1,0,41.0,1681.0,22.805912017822266,1,40.0,55.0,1.375,1,1,0,1,,13.116469444444448,14.637417025201772,56.001114391951795,3.825887743413517,156.86139747995418,87.25285926635323,153.03550973654066,3.825887743413517,935.0423927307129
3.4,,3.598372634988348,1,0,,1.0583448926436319,1,0,25.0,625.0,21.91380500793457,2,40.0,55.0,1.375,1,1,0,2,11.559999999999999,,12.948285620232987,46.59275664585951,3.598372634988348,89.95931587470871,78.85403626902237,143.93490539953393,7.196745269976696,547.8451251983643
3.7333333333333334,,4.047872970731129,1,0,,1.0842516885886953,1,0,33.0,1089.0,18.033939361572266,2,50.0,65.0,1.3,1,1,0,2,13.937777777777779,,16.385275587175656,66.32551416730897,4.047872970731129,133.57980803412727,72.99909569751257,202.39364853655647,8.095745941462258,595.1199989318848
,,4.882095034956748,0,0,,,1,0,44.0,1936.0,25.204788208007812,1,40.0,55.0,1.375,1,1,0,2,,,23.834851930349334,116.36401226808775,4.882095034956748,214.81218153809692,123.05217136745134,195.28380139826993,4.882095034956748,1109.0106811523438
,,5.26128688233203,0,0,,,1,0,41.0,1681.0,23.749605178833008,1,26.0,50.0,1.9230769230769231,0,0,0,2,,,27.68113965819909,145.6384169716838,5.26128688233203,215.71276217561322,124.95348618795894,136.79345894063277,5.26128688233203,973.7338123321533
3.9333333333333336,,4.313307263893826,1,0,,1.0966035416679218,0,1,28.0,784.0,21.622116088867188,1,40.0,50.0,1.25,1,1,1,2,15.471111111111114,,18.604619552759242,80.24744065889755,0.0,120.77260338902713,93.2628303868664,172.53229055575304,4.313307263893826,605.4192504882812
,4.39,4.621400639886242,0,1,1.052710851910306,,0,1,32.0,1024.0,22.377622604370117,2,60.0,80.0,1.3333333333333333,1,1,0,2,,19.2721,21.35734387434097,98.70084264714987,0.0,147.88482047635975,103.4159594229689,277.2840383931745,9.242801279772484,716.0839233398438
,,5.490381956787929,0,0,,,0,1,24.0,576.0,24.301830291748047,1,28.0,34.0,1.2142857142857142,1,0,0,2,,,30.144294031422447,165.5036880502319,0.0,131.7691669629103,133.4263305507358,153.73069479006202,5.490381956787929,583.2439270019531
5.153333333333333,,6.006240865821385,1,0,,1.1655059894866853,1,0,40.0,1600.0,27.151514053344727,1,60.0,60.0,1.0,1,1,0,2,26.556844444444444,,36.07492933826283,216.67471482309298,6.006240865821385,240.24963463285542,163.07853327612273,360.3744519492831,6.006240865821385,1086.060562133789
,,4.919224236678911,0,0,,,1,0,34.0,1156.0,23.67722511291504,1,40.0,55.0,1.375,0,1,0,2,,,24.198767090729213,119.03916157046316,4.919224236678911,167.25362404708298,116.47357963275422,196.76896946715644,4.919224236678911,805.0256538391113
5.273333333333333,,6.492080420270964,1,0,,1.2311151239451892,0,1,26.0,676.0,25.252525329589844,1,30.0,34.0,1.1333333333333333,1,1,1,2,27.808044444444445,,42.14710818326562,273.6224158076209,0.0,168.79409092704506,163.9414252546268,194.76241260812893,6.492080420270964,656.5656585693359
,,5.161749022396019,0,0,,,0,1,37.0,1369.0,21.075809478759766,1,35.0,48.0,1.3714285714285714,1,0,1,2,,,26.643652970206254,137.52784967202092,0.0,190.9847138286527,108.78803897319297,180.66121578386065,5.161749022396019,779.8049507141113
,4.546666666666667,4.858395544495793,0,1,1.0685620699037668,,1,0,64.0,4096.0,24.378732681274414,1,50.0,62.0,1.24,0,0,0,2,,20.67217777777778,23.604007266776573,114.67760373715363,4.858395544495793,310.93731484773076,118.4415262391576,242.91977722478967,4.858395544495793,1560.2388916015625
,,4.413635106845202,0,0,,,0,1,48.0,2304.0,20.76124382019043,3,45.0,55.0,1.2222222222222223,1,1,0,2,,,19.48017485637646,85.97838363358633,0.0,211.8544851285697,91.63255458656548,198.6135798080341,13.240905320535607,996.5397033691406
,3.91,4.097641900699135,0,1,1.0479902559332825,,1,0,39.0,1521.0,22.362085342407227,2,40.0,54.0,1.35,0,0,0,1,,15.288100000000002,16.79066914636522,68.80214943492231,4.097641900699135,159.80803412726627,91.63181788605782,163.9056760279654,8.19528380139827,872.1213283538818
,,3.8393174546747244,0,0,,,1,0,24.0,576.0,20.779220581054688,2,40.0,50.0,1.25,1,1,1,2,,,14.740358517770005,56.59291574543763,3.8393174546747244,92.14361891219339,79.77802427137954,153.572698186989,7.678634909349449,498.7012939453125
4.133333333333334,,4.592171268317731,1,0,,1.1110091778188058,1,0,51.0,2601.0,23.849609375,3,35.0,58.0,1.6571428571428573,1,1,0,1,17.084444444444447,,21.08803695756288,96.83987742174271,4.592171268317731,234.2007346842043,109.5214909324762,160.7259943911206,13.776513804953193,1216.330078125
3.6966666666666668,,4.358336295769641,1,0,,1.178990882534619,1,0,25.0,625.0,21.52133560180664,1,50.0,70.0,1.4,1,1,0,1,13.665344444444445,,18.995095267023036,82.78701314386863,4.358336295769641,108.95840739424104,93.79721808679325,217.91681478848207,4.358336295769641,538.033390045166
4.066666666666666,,4.620610656870877,1,0,,1.1362157352961173,0,1,29.0,841.0,20.522686004638672,2,20.0,31.0,1.55,0,1,0,2,16.537777777777777,,21.350042842388717,98.65023548219109,0.0,133.99770904925543,94.82734166064824,92.41221313741754,9.241221313741754,595.1578941345215
,,4.2185093020500055,0,0,,,1,0,55.0,3025.0,22.5602970123291,1,55.0,60.0,1.0909090909090908,1,1,0,2,,,17.795820731482426,75.07183529337294,4.2185093020500055,232.0180116127503,95.17082280352126,232.0180116127503,4.2185093020500055,1240.8163356781006
3.9266666666666667,,4.645100130347197,1,0,,1.1829626817522574,1,0,34.0,1156.0,23.249168395996094,3,42.5,50.0,1.1764705882352942,0,0,1,1,15.418711111111111,,21.57695522095155,100.22711750933767,4.645100130347197,157.93340443180472,107.99471514670539,197.41675553975588,13.935300391041592,790.4717254638672
3.453333333333333,,3.7081802741241066,1,0,,1.073797376676865,1,0,37.0,1369.0,24.221452713012695,3,52.0,65.0,1.25,0,1,1,2,11.92551111111111,,13.750600945403134,50.98970718309619,3.7081802741241066,137.20267014259196,89.8175131610235,192.82537425445355,11.12454082237232,896.1937503814697
,4.308333333333334,4.4175850219220285,0,1,1.0253582255911864,,1,0,55.0,3025.0,22.518295288085938,2,28.0,38.0,1.3571428571428572,0,1,0,2,,18.561736111111113,19.51505742590985,86.20942538664761,4.4175850219220285,242.96717620571158,99.47648398386583,123.6923806138168,8.835170043844057,1238.5062408447266
,,4.635620334162815,0,0,,,0,1,38.0,1444.0,20.41903305053711,2,55.0,62.0,1.1272727272727272,1,1,1,2,,,21.48897588250377,99.61473356126879,0.0,176.15357269818696,94.6548848130124,254.95911837895483,9.27124066832563,775.9232559204102
,4.981666666666667,5.409803689220682,0,1,1.085942527110207,,0,1,28.0,784.0,20.869855880737305,1,30.0,40.0,1.3333333333333333,0,1,0,1,,24.817002777777784,29.265975955905706,158.32318469490247,0.0,151.47450329817912,112.90182333711662,162.29411067662048,5.409803689220682,584.3559646606445
,,4.252478571710708,0,0,,,1,0,45.0,2025.0,19.516494750976562,2,35.0,45.0,1.2857142857142858,0,0,0,2,,,18.083574002858743,76.90001094710165,4.252478571710708,191.36153572698186,82.99347572343234,148.83675000987478,8.504957143421416,878.2422637939453
,,4.75095785440613,0,0,,,1,0,48.0,2304.0,25.813692092895508,1,45.0,56.0,1.2444444444444445,1,1,1,2,,,22.5716005343433,107.23672284515592,4.75095785440613,228.04597701149424,122.63976319996334,213.79310344827587,4.75095785440613,1239.0572204589844
,,4.787297073112928,0,0,,,0,1,28.0,784.0,19.441465377807617,2,30.0,43.0,1.4333333333333333,1,0,1,2,,,22.918213266235604,109.7162952904276,0.0,134.044318047162,93.07207030020473,143.61891219338784,9.574594146225856,544.3610305786133
,,5.711577201090177,0,0,,,0,1,44.0,1936.0,22.325231552124023,2,25.0,43.0,1.72,1,1,0,1,,,32.622114124013095,186.32372328207504,0.0,251.30939684796778,127.51228354217064,142.7894300272544,11.423154402180353,982.310188293457
,,4.574001658964332,0,0,,,1,0,40.0,1600.0,25.37774658203125,3,45.0,55.0,1.2222222222222223,1,1,0,2,,,20.921491176208463,95.69493534798514,4.574001658964332,182.96006635857327,116.07785496698735,205.83007465339495,13.722004976892997,1015.10986328125
,4.723333333333334,5.104870245289726,0,1,1.0807770455800407,,0,1,35.0,1225.0,20.656267166137695,3,25.0,40.0,1.6,0,0,1,2,,22.309877777777782,26.05970022124439,133.03138826060058,0.0,178.6704585851404,105.44756363517146,127.62175613224316,15.314610735869179,722.9693508148193
4.536666666666667,,5.286566338823715,1,0,,1.1652975030471084,0,1,32.0,1024.0,24.857954025268555,2,25.0,40.0,1.6,0,0,0,2,20.581344444444447,,27.947783654783983,147.74781231410864,0.0,169.1701228423589,131.41322300201222,132.1641584705929,10.57313267764743,795.4545288085938
,,5.071690958644389,0,0,,,0,1,42.0,1764.0,23.005733489990234,1,35.0,48.0,1.3714285714285714,0,0,0,2,,,25.722049179995242,130.4542842639882,0.0,213.01102026306432,116.6779705381659,177.50918355255362,5.071690958644389,966.2408065795898
,,4.67590946794644,0,0,,,0,1,29.0,841.0,22.03335189819336,2,40.0,46.0,1.15,1,0,0,2,,,21.864129352431156,102.2346894474385,0.0,135.60137457044675,103.02595875135799,187.0363787178576,9.35181893589288,638.9672050476074
,3.4416666666666664,3.531224078682308,0,1,1.0260215240723414,,1,0,28.0,784.0,20.201032638549805,2,70.0,92.0,1.3142857142857143,1,1,0,2,,11.845069444444443,12.469543493865716,44.03275223571493,3.531224078682308,98.87427420310463,71.33437286749427,247.18568550776158,7.062448157364616,565.6289138793945
,,5.279456491685429,0,0,,,0,1,35.0,1225.0,21.890499114990234,2,42.0,57.0,1.3571428571428572,1,1,0,2,,,27.872660847599416,147.15250025240505,0.0,184.78097720899,115.56993765886934,221.737172650788,10.558912983370858,766.1674690246582
3.96,,4.310147331832366,1,0,,1.0884210433920116,0,1,33.0,1089.0,21.516944885253906,1,45.0,55.0,1.2222222222222223,1,1,1,1,15.6816,,18.57737002210166,80.07120183322405,0.0,142.23486195046806,92.7412025863612,193.95662993245645,4.310147331832366,710.0591812133789
,,6.484180590117313,0,0,,,0,1,47.0,2209.0,21.5194149017334,1,30.0,32.0,1.0666666666666667,0,0,1,2,,,42.0445979252541,272.62476578621926,0.0,304.7564877355137,139.53577241650095,194.52541770351937,6.484180590117313,1011.4125003814697
,4.2,5.119089939566299,0,1,1.218830937991976,,1,0,34.0,1156.0,20.585695266723633,2,30.0,45.0,1.5,0,1,0,2,,17.64,26.205081809368895,134.14617065585216,5.119089939566299,174.04905794525416,105.38002553886254,153.572698186989,10.238179879132598,699.9136390686035
3.993333333333333,,4.428644784137141,1,0,,1.1090095452764126,1,0,47.0,2209.0,25.663057327270508,2,28.0,38.0,1.3571428571428572,1,1,0,1,15.94671111111111,,19.612894624065106,86.85854347869731,4.428644784137141,208.14630485444565,113.65256497742898,124.00205395583995,8.857289568274282,1206.1636943817139
3.6333333333333337,,3.889876367658095,1,0,,1.0706081745847966,1,0,58.0,3364.0,21.043771743774414,2,44.0,53.0,1.2045454545454546,1,1,1,2,13.201111111111114,,15.131138155664937,58.85825672749073,3.889876367658095,225.61282932416952,81.85767039249927,171.15456017695618,7.77975273531619,1220.538761138916
,3.975,4.231149030295849,0,1,1.0644400076215972,,1,0,46.0,2116.0,25.968570709228516,1,45.0,60.0,1.3333333333333333,1,1,0,2,,15.800625,17.9026221165735,75.74866220829298,4.231149030295849,194.63285539360905,109.87689277452141,190.4017063633132,4.231149030295849,1194.5542526245117
3.8,,4.325157009124304,1,0,,1.1381992129274485,1,0,42.0,1764.0,23.610090255737305,2,40.0,61.0,1.525,0,1,1,2,14.44,,18.706983153577095,80.91063930626424,4.325157009124304,181.65659438322075,102.11734735565963,173.00628036497216,8.650314018248608,991.6237907409668
4.073333333333333,,4.648260062408658,1,0,,1.141144041507854,1,0,39.0,1521.0,24.974836349487305,3,40.0,51.0,1.275,0,1,0,2,16.592044444444443,,21.606321607783343,100.43180182501655,4.648260062408658,181.28214243393768,116.08953436851388,185.93040249634635,13.944780187225975,974.0186176300049
4.016666666666667,,4.4586641387210175,1,0,,1.1100408644118716,1,0,32.0,1024.0,23.49176788330078,3,35.0,50.0,1.4285714285714286,1,1,0,2,16.13361111111111,,19.879685901916833,88.63684261991438,4.4586641387210175,142.67725243907256,104.74190301643134,156.05324485523562,13.375992416163053,751.736572265625
,4.378333333333333,4.647470079393293,0,1,1.061470136138552,,1,0,39.0,1521.0,22.708721160888672,2,45.0,51.0,1.1333333333333333,0,1,1,2,,19.169802777777775,21.5989781388559,100.38060464580263,4.647470079393293,181.25133309633844,105.53810213651543,209.1361535726982,9.294940158786586,885.6401252746582
,3.781666666666667,4.163210490974444,0,1,1.10089303419333,,1,0,35.0,1225.0,24.489795684814453,2,48.0,58.0,1.2083333333333333,1,1,1,2,,14.301002777777782,17.33232159215967,72.158103085422,4.163210490974444,145.71236718410552,101.95617431684019,199.8341035667733,8.326420981948887,857.1428489685059
,,4.5842714381640794,0,0,,,0,1,38.0,1444.0,22.372486114501953,2,45.0,60.0,1.3333333333333333,1,1,1,2,,,21.015544618766956,96.34096095327618,0.0,174.20231465023502,102.56154909543376,206.2922147173836,9.168542876328159,850.1544723510742
,,4.248528656633883,0,0,,,1,0,27.0,729.0,23.148149490356445,2,30.0,40.0,1.3333333333333333,0,0,1,2,,,18.049995746239304,76.68592418001737,4.248528656633883,114.71027372911483,98.34557645782436,127.45585969901649,8.497057313267765,625.000036239624
,3.868333333333333,4.140300983528854,0,1,1.070306156879497,,1,0,37.0,1369.0,20.34231185913086,1,45.0,50.0,1.1111111111111112,0,1,0,1,,14.964002777777777,17.142092234209994,70.97342133704197,4.140300983528854,153.19113639056758,84.22329379761017,186.31354425879843,4.140300983528854,752.6655387878418
,,3.9712446182407075,0,0,,,1,0,49.0,2401.0,23.325841903686523,2,53.0,62.0,1.169811320754717,0,1,0,1,,,15.770783817905782,62.62964036229598,3.9712446182407075,194.59098629379466,92.63262412594868,210.4759647667575,7.942489236481415,1142.9662532806396
,,4.762017616621243,0,0,,,0,1,30.0,900.0,22.019502639770508,1,45.0,55.0,1.2222222222222223,1,1,0,2,,,22.676811781011065,107.98737718997884,0.0,142.86052849863728,104.85725947982513,214.29079274795595,4.762017616621243,660.5850791931152
,,3.592842753880791,0,0,,,1,0,28.0,784.0,19.660268783569336,2,60.0,70.0,1.1666666666666667,0,1,1,2,,,12.908519054113707,46.37827914690456,3.592842753880791,100.59959710866215,70.63625423839581,215.57056523284749,7.185685507761582,550.4875259399414
,4.111666666666666,4.431804716198601,0,1,1.0778608957110503,,1,0,42.0,1764.0,26.401687622070312,1,40.0,55.0,1.375,0,0,0,1,,16.905802777777776,19.640893042520165,87.04460241619317,4.431804716198601,186.13579808034126,117.00712371909344,177.27218864794406,4.431804716198601,1108.8708801269531
,,3.881976537504444,0,0,,,1,0,40.0,1600.0,21.52133560180664,3,60.0,70.0,1.1666666666666667,1,1,0,2,,,15.069741837734991,58.50038424033634,3.881976537504444,155.27906150017776,83.54531986197246,232.91859225026664,11.645929612513331,860.8534240722656
,5.166666666666666,5.922502666192677,0,1,1.1462908386179376,,0,1,31.0,961.0,25.87862205505371,1,35.0,50.0,1.4285714285714286,1,0,0,2,,26.69444444444444,35.07603783105937,207.73792757392428,0.0,183.59758265197297,153.26620811844822,207.28759331674368,5.922502666192677,802.237283706665
4.3,,4.360706244815736,1,0,,1.0141177313524967,1,0,39.0,1521.0,23.67722511291504,2,25.0,40.0,1.6,1,0,0,2,18.49,,19.01575895357496,82.92213881876506,4.360706244815736,170.0675435478137,103.24942340979658,109.0176561203934,8.721412489631472,923.4117794036865
5.133333333333334,,5.559110479124699,1,0,,1.0829435998294867,0,1,37.0,1369.0,23.005565643310547,1,45.0,60.0,1.3333333333333333,1,1,1,2,26.351111111111116,,30.903709319114036,171.79713431971044,0.0,205.68708772761386,127.8904810459188,250.15997156061144,5.559110479124699,851.2059288024902
,4.216666666666667,4.510803017735119,0,1,1.0697556563798702,,0,1,32.0,1024.0,24.595592498779297,1,50.0,58.0,1.16,1,1,0,1,,17.78027777777778,20.34734386480826,91.78286010827127,0.0,144.34569656752382,110.94587286647692,225.54015088675595,4.510803017735119,787.0589599609375
,,5.059051230398547,0,0,,,0,1,28.0,784.0,23.374238967895508,2,30.0,40.0,1.3333333333333333,0,1,1,2,,,25.59399935179705,129.48135391152846,0.0,141.6534344511593,118.25147241016143,151.7715369119564,10.118102460797093,654.4786911010742
,,4.16716040605127,0,0,,,0,1,38.0,1444.0,20.190000534057617,2,55.0,64.0,1.1636363636363636,1,1,1,2,,,17.365225849761384,72.36368160326366,0.0,158.35209542994826,84.1349708236789,229.19382233281985,8.33432081210254,767.2200202941895
,,3.5651933483430107,0,0,,,1,0,45.0,2025.0,20.333951950073242,1,60.0,82.0,1.3666666666666667,1,1,1,2,,,12.710603611069248,45.315759447608734,3.5651933483430107,160.4337006754355,72.49447023792752,213.91160090058065,3.5651933483430107,915.0278377532959
,,5.830074653394952,0,0,,,0,1,36.0,1296.0,30.29488754272461,1,30.0,40.0,1.3333333333333333,0,0,0,2,,,33.98977046415827,198.1628992578015,0.0,209.88268752221828,176.62145599028923,174.90223960184858,5.830074653394952,1090.615951538086
,4.181666666666667,4.352806414662084,0,1,1.0409262051802513,,1,0,36.0,1296.0,25.636991500854492,2,40.0,55.0,1.375,0,1,1,2,,17.48633611111111,18.94692368352339,82.47229094775358,4.352806414662084,156.70103092783503,111.59286105755677,174.11225658648337,8.705612829324169,922.9316940307617
,,5.141999447011889,0,0,,,1,0,37.0,1369.0,24.130191802978516,2,22.0,30.0,1.3636363636363635,0,1,0,2,,,26.440158313070572,135.95527942471568,5.141999447011889,190.25397953943988,124.07743290720634,113.12398783426156,10.283998894023778,892.8170967102051
3.35,,3.6497215309870836,1,0,,1.0894691137274877,1,0,41.0,1681.0,24.542951583862305,2,80.0,100.0,1.25,1,1,0,1,11.2225,,13.320467253750701,48.615996138822325,3.6497215309870836,149.63858277047044,89.5749388295958,291.9777224789667,7.299443061974167,1006.2610149383545
4.743333333333333,,5.225737646640598,1,0,,1.101701541807575,1,0,33.0,1089.0,22.86756706237793,2,35.0,43.0,1.2285714285714286,1,0,0,2,22.49921111111111,,27.30833395151681,142.706188797475,5.225737646640598,172.44934233913972,119.49990608494689,182.9008176324209,10.451475293281195,754.6297130584717
,,4.273808113125568,0,0,,,1,0,39.0,1521.0,22.362085342407227,2,30.0,30.0,1.0,1,0,1,2,,,18.265435787817932,78.06296765975037,4.273808113125568,166.67851641189716,95.57126176278636,128.21424339376705,8.547616226251137,872.1213283538818
,,4.19480981158905,0,0,,,1,0,21.0,441.0,21.97979736328125,1,35.0,50.0,1.4285714285714286,1,1,0,2,,,17.596429355403764,73.81367450898131,4.19480981158905,88.09100604337006,92.20106963623132,146.81834340561676,4.19480981158905,461.57574462890625
,3.8166666666666664,3.949915076825848,0,1,1.034912247203279,,1,0,32.0,1024.0,19.921438217163086,2,55.0,67.0,1.2181818181818183,1,1,1,2,,14.566944444444443,15.601829114136146,61.62590004398683,3.949915076825848,126.39728245842714,78.68798916602712,217.24532922542164,7.899830153651696,637.4860229492188
,4.25,4.373345973061579,0,1,1.0290225818968421,,0,1,31.0,961.0,20.557201385498047,1,30.0,35.0,1.1666666666666667,0,0,1,2,,18.0625,19.12615500009393,83.64529294981239,0.0,135.57372516490895,89.90375389668381,131.2003791918474,4.373345973061579,637.2732429504395
,,4.790457005174389,0,0,,,0,1,35.0,1225.0,22.019502639770508,2,45.0,55.0,1.2222222222222223,1,1,0,1,,,22.948478318424375,109.93369871858863,0.0,167.6659951811036,105.48348067114458,215.5705652328475,9.580914010348778,770.6825923919678
,,6.068649524035233,0,0,,,0,1,32.0,1024.0,22.805912017822266,1,52.0,62.0,1.1923076923076923,1,1,1,2,,,36.828507045573055,223.49930175304513,0.0,194.19678476912745,138.40108711214648,315.5697752498321,6.068649524035233,729.7891845703125
,,5.35608484417585,0,0,,,1,0,35.0,1225.0,25.273483276367188,1,25.0,35.0,1.4,1,1,0,2,,,28.68764485801024,153.6534598390879,5.35608484417585,187.46296954615477,135.3669207360821,133.90212110439626,5.35608484417585,884.5719146728516
,,5.064581111506103,0,0,,,1,0,32.0,1024.0,24.048484802246094,2,38.0,45.0,1.1842105263157894,0,1,0,2,,,25.649981835024388,129.90641351213915,5.064581111506103,162.06659556819528,121.79550188979714,192.4540822372319,10.129162223012205,769.551513671875
3.87,,4.187699964450764,1,0,,1.0820930140699647,1,0,30.0,900.0,22.019502639770508,2,25.0,32.0,1.28,0,0,0,2,14.9769,,17.53683099226093,73.43898652287015,4.187699964450764,125.63099893352292,92.21107042179045,104.6924991112691,8.375399928901528,660.5850791931152
,,5.071690958644389,0,0,,,1,0,44.0,1936.0,25.165143966674805,1,30.0,35.0,1.1666666666666667,1,1,1,2,,,25.722049179995242,130.4542842639882,5.071690958644389,223.15440218035312,127.62983312876901,152.15072875933168,5.071690958644389,1107.2663345336914
,4.826666666666666,5.071690958644389,0,1,1.0507647013766,,0,1,29.0,841.0,24.20903205871582,3,55.0,75.0,1.3636363636363635,1,1,0,1,,23.296711111111108,25.722049179995242,130.4542842639882,0.0,147.07903780068727,122.78072900972118,278.9430027254414,15.215072875933167,702.0619297027588
,,4.4673539518900345,0,0,,,0,1,34.0,1156.0,22.539443969726562,2,48.0,62.0,1.2916666666666667,0,1,0,2,,,19.957251331467507,89.15610560449403,0.0,151.89003436426117,100.69167409156196,214.43298969072166,8.934707903780069,766.3410949707031
,4.283333333333333,4.228779081249753,0,1,0.987263598735351,,0,1,34.0,1156.0,23.374238967895508,1,45.0,60.0,1.3333333333333333,0,1,1,2,,18.346944444444443,17.882572518015504,75.6214485831157,0.0,143.7784887624916,98.84449278756934,190.2950586562389,4.228779081249753,794.7241249084473
,,3.6497215309870836,0,0,,,1,0,35.0,1225.0,22.44668960571289,2,50.0,50.0,1.0,1,1,1,2,,,13.320467253750701,48.615996138822325,3.6497215309870836,127.74025358454793,81.92416635335431,182.48607654935418,7.299443061974167,785.6341361999512
